PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X,HUM_1_POS_Y,HUM_2_POS_X,HUM_2_POS_Y,ROB_1_VEL,ROB_1_CHG,SCS,FTG
0,6.611593123770679,2.4061315456907724,0.7236129370312885,0.3158133608627079,329,45.69132069576034,33.60827942357553,2,0,0,0,1,1,4178.6,693.29,70.28,534.16,94.14690502488584,11.5588442,0.1088770633996667,0.042117408333333335
0,6.041160643007947,4.18910120837336,0.6419794744436127,0.2989159115464578,328,70.27887025228014,72.06659298986307,2,0,0,0,1,1,4178.6,693.29,70.28,534.16,40.62083437897461,11.55881977,0.15920011403833356,0.027641872619047624
0,5.3100961138060985,3.389418467499242,0.683716781561944,0.278060608521423,219,51.63219994966086,41.20148674562479,2,0,0,0,1,1,2840.64,167.73,70.28,534.16,34.72359167858938,11.52576789,0.05783420618999996,0.005412849999999999
2,6.960048250086501,3.769661830134943,0.645558791786748,0.2217123342463271,110,56.92692496746971,98.17259452281978,2,0,0,0,1,1,545.18,195.08,1400.0,200.0,35.568066345699485,11.49312885,0.11517284645000009,0.07739700000000005
4,6.738014337664804,3.352144177191645,0.5074433295205644,0.1590305979990682,1,76.6436051777625,40.892039771941015,2,0,0,0,1,1,1579.49,164.77,2865.33,197.52,87.0882199954752,11.46147624,0.2734898114999997,0.03805100000000005
0,6.187925476737594,4.146182268378384,0.6719612575487168,0.2361198808018902,328,64.95282865724693,72.77190443593368,2,0,0,0,1,1,4178.6,693.29,70.28,534.16,46.75715772386806,11.55881977,0.14859836967516682,0.02601820833333333
0,6.974888145796438,3.5961779508596563,0.5457707276658956,0.2408237247874486,219,91.29904737835956,69.7844254452725,2,0,0,0,1,1,2877.59,168.07,70.28,534.16,48.60467793939591,11.52576348,0.0655890043799999,0.004675
1,5.596667095150554,4.1161391953779605,0.5750452251882179,0.1544984138033824,110,97.22194276626554,62.22959797655566,2,0,0,0,1,1,419.22,199.33,1140.8,194.22,33.78045002395224,11.49312296,0.13522395450000016,0.11683399999999987
4,6.935989518714638,3.2790103232807244,0.7261765075730433,0.3535923105693788,1,36.52060700920744,53.58133701328796,2,0,0,0,1,1,1246.61,167.61,2853.8,196.58,61.608937513583925,11.46147317,0.44879540268999946,0.03394200000000002
0,6.96145027807654,3.392801211058062,0.5216487689796759,0.3367144396237029,328,84.29344330976348,71.96785533822947,2,0,0,0,1,1,4178.6,693.29,70.28,534.16,59.89557198917778,11.55881977,0.2294511610699997,0.03292765
0,5.003263983891834,3.571118344654024,0.796039790446367,0.2858378605810138,219,91.9887681160643,37.4961221048057,2,0,0,0,1,1,2877.59,168.07,70.28,534.16,70.84889514237602,11.5257637,0.3518379686899997,0.007490349999999998
1,5.928737296701779,2.881031052629172,0.7405567063494098,0.3321170513976115,110,95.95084217944589,74.54511398919446,2,0,0,0,1,1,531.15,195.49,1171.79,194.91,43.671479702191114,11.49311825,0.2825195343066665,0.12402249999999983
4,6.622060103181842,2.8262651889658237,0.5429993586712201,0.3333904239473574,1,89.03412536086157,96.54241413625932,2,0,0,0,1,1,1491.47,163.31,2936.78,196.3,42.29754842125726,11.46146728,0.3863923781399996,0.03600350000000003
0,5.281971139907398,3.762513323703728,0.577732810891358,0.1060681202128543,504,48.53278025233584,84.4138524514004,0,1,0,1,0,1,128.43,521.68,158.09,205.08,78.02777142553404,12.08804791,0.5579097636899997,0.025441634523809525
0,6.480985424832172,3.3991099293021465,0.5684486041973597,0.3592150936246969,503,44.31721059771672,66.18139827909843,0,1,0,1,0,1,128.43,521.68,158.09,205.08,81.346866143033,12.08801127,0.5902469429561902,0.020580707142857153
2,6.485146401511755,2.022142919426273,0.5266255207726934,0.3694587531243573,335,71.6371380257352,76.10816134979893,0,1,0,1,0,1,104.08,278.9,1676.47,169.83,54.74021849926679,12.03736869,0.6899197471833333,0.04209450000000004
2,6.07260402269676,4.251409244419923,0.7816923925299546,0.2097623632259688,167,61.0892689936437,66.84576465361326,0,1,0,1,0,1,104.08,278.9,1676.47,169.83,54.67791500978666,11.98768747,0.4115822729900001,0.062334000000000014
0,6.4867624162828665,2.971141243036423,0.6463230955003054,0.2574310451319803,503,49.49223178532212,42.78706924004497,0,1,0,1,0,1,128.43,521.68,158.09,205.08,81.28923751515761,12.08801127,0.5436126508571428,0.0200106761904762
2,5.851669769745694,3.906735252989963,0.6350815886482175,0.1132682348223427,335,52.05117290872822,47.89696298716169,0,1,0,1,0,1,110.16,339.59,2014.25,180.3,59.70982199730166,12.03738652,0.7067154843333338,0.036283499999999996
5,6.844574423958397,3.526741363631535,0.7432862391701811,0.3176659207886219,167,58.98128135597795,36.790224165066356,0,1,0,1,0,1,5485.22,133.51,2882.08,197.64,31.10331805517297,11.98770016,1.0,0.01805725833333333
0,5.283643551400756,2.3360109174928154,0.702658713934757,0.380612268411838,503,50.63774165796573,69.77654585203193,0,1,0,1,0,1,128.43,521.68,158.09,205.08,89.92267974357185,12.08801127,0.6591378320095237,0.020215379761904764
2,7.32202295588836,3.2360827599219406,0.6570075029558132,0.2751361844584932,335,55.721297870657786,52.77517039980391,0,1,0,1,0,1,110.16,339.59,2850.17,196.58,56.02817020608707,12.03738355,0.7211976518333334,0.060037000000000035
5,6.505790499672234,2.1279624035300913,0.7085105718947182,0.1907686341287783,167,36.95474792278409,73.39373510718103,0,1,0,1,0,1,2925.1,231.67,2924.15,198.27,32.27377822521025,11.98768624,1.0,0.0016925000000000002
0,6.162933637796408,2.182494933850109,0.7769729037237594,0.3275026555883431,254,96.93433156179864,83.80233003575393,0,0,0,2,0,2,211.87,723.35,1777.71,414.59,88.25472316719473,11.48087689,0.10482024323666675,0.019781363095238095
0,6.017264881522067,2.1190255733799632,0.7603025974685085,0.2812848450573558,253,65.61628327561792,57.75441669196347,0,0,0,2,0,2,211.87,723.35,1777.71,414.59,85.41226999941061,11.48085857,0.06451610737999998,0.016594096428571427
0,6.8707340104192784,3.9788378405801144,0.7178197012489861,0.174221185042454,169,89.45686749295152,39.386874334072175,0,0,0,2,0,2,148.0,743.6,1777.71,414.59,83.3873437519961,11.45510884,0.08962159223999996,0.016097485714285698
